Model Name,Engine Displacement (cc),Maximum Power (HP),Engine Type,Bore (mm),Stroke (mm),Charging System,Oil Capacity (L),Valve Type,Cylinders (qty.),Dry Weight (kg),Shaft Diameter (mm),Fuel Type,Air Cooling System,Product Type,Series,Start Type,Displacement,Shaft Rotation
Model_10474,436,22.3,2-stroke,55.92,45.235,Alternator,0.557,Flathead,2,12.319,32.177,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10475,508,6.5,4-stroke,81.534,70.135,12V DC,1.347,DOHC,2,65.322,34.767,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10476,317,19.2,V-twin,70.043,66.047,Alternator,1.929,Flathead,2,62.023,23.666,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10477,129,9.6,2-stroke,84.84,50.237,12V DC,2.462,DOHC,2,28.208,31.46,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10478,523,20.8,OHV,57.123,71.043,None,2.283,OHV,2,26.017,24.961,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10479,238,4.6,V-twin,65.335,60.14,12V DC,1.813,Flathead,1,43.621,29.974,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10480,390,7.1,OHV,63.331,54.929,Alternator,1.749,Flathead,2,32.222,23.274,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10481,197,23.5,V-twin,81.233,65.038,None,1.241,OHV,1,31.133,22.487,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10482,134,17.1,V-twin,59.121,73.444,12V DC,1.634,DOHC,2,59.615,21.857,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10483,386,6.4,V-twin,60.04,50.043,12V DC,0.666,DOHC,1,34.629,26.873,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10484,464,9.8,V-twin,60.738,55.835,None,1.118,Flathead,2,34.52,25.339,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10485,117,22.1,V-twin,79.741,70.833,Alternator,1.703,Flathead,1,18.62,30.184,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10486,265,8.4,2-stroke,60.338,67.045,Alternator,2.267,DOHC,2,25.322,19.964,Diesel,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10487,60,24.4,OHV,77.027,70.93,None,1.313,OHV,2,44.512,19.259,Petrol,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10488,244,7.2,4-stroke,57.531,70.931,12V DC,1.133,DOHC,2,19.331,29.48,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10489,261,6.5,4-stroke,79.331,66.646,12V DC,1.782,OHV,2,69.812,31.562,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10490,547,12.7,OHV,55.235,68.839,12V DC,2.371,Flathead,2,45.919,33.666,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10491,538,4.7,4-stroke,76.023,62.037,Alternator,2.418,OHV,2,26.314,26.357,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10492,557,21.7,V-twin,72.333,48.53,12V DC,1.529,Flathead,1,32.519,22.864,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10493,555,8.3,2-stroke,55.921,52.634,Alternator,1.802,OHV,1,48.61,20.369,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10494,179,22.6,2-stroke,71.224,58.15,Alternator,1.635,DOHC,1,64.929,20.273,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10495,349,15.2,OHV,73.226,59.043,12V DC,1.436,DOHC,2,32.012,23.764,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10496,535,22.8,4-stroke,68.659,62.136,12V DC,0.605,OHV,2,60.518,25.256,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10497,83,6.4,4-stroke,55.745,52.522,12V DC,0.656,Flathead,2,29.827,19.793,Petrol,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10498,211,12.6,OHV,63.546,56.651,None,2.532,Flathead,2,9.117,33.667,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10499,566,6.6,4-stroke,68.66,46.658,None,1.356,DOHC,2,49.716,22.539,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10500,195,20.8,4-stroke,71.861,72.642,Alternator,1.816,DOHC,1,29.124,25.663,Diesel,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10501,142,2.9,4-stroke,57.724,45.623,None,1.693,Flathead,1,65.516,23.957,Diesel,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10502,529,6.1,4-stroke,60.339,49.927,Alternator,2.151,Flathead,1,48.518,30.583,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10503,349,23.4,OHV,59.817,69.038,12V DC,0.909,Flathead,1,29.032,23.667,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10504,174,11.5,V-twin,56.558,65.651,Alternator,0.71,Flathead,2,42.722,20.07,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10505,309,22,2-stroke,61.343,67.926,12V DC,2.419,Flathead,1,11.119,25.149,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10506,577,22.3,V-twin,57.226,71.331,Alternator,2.176,Flathead,2,24.414,34.768,Diesel,Fan Cooled,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10507,374,17.4,4-stroke,62.532,65.652,Alternator,0.745,OHV,2,48.312,27.857,Diesel,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10508,671,7.5,OHV,72.057,55.034,12V DC,0.446,DOHC,2,69.114,34.969,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10509,531,20.7,2-stroke,61.639,68.54,Alternator,1.392,DOHC,2,59.433,23.363,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10510,301,9.7,OHV,74.648,45.429,12V DC,0.447,DOHC,2,52.918,32.366,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10511,499,3.9,4-stroke,73.834,58.425,None,0.928,DOHC,2,41.522,25.967,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10512,168,14.4,V-twin,55.922,70.732,Alternator,2.243,Flathead,1,62.921,28.67,Diesel,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10513,71,6.4,V-twin,61.04,61.023,None,0.883,OHV,1,31.316,22.966,Diesel,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10514,466,2.5,V-twin,57.651,55.243,Alternator,1.587,OHV,1,59.117,32.943,Diesel,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10515,352,3.4,V-twin,84.147,63.539,Alternator,2.513,Flathead,2,40.718,31.072,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10516,499,17.1,2-stroke,59.04,53.943,Alternator,2.082,OHV,2,62.922,27.366,Petrol,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10517,420,20.9,OHV,79.546,54.154,Alternator,0.718,DOHC,2,13.916,24.846,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10518,574,24.5,4-stroke,84.736,60.929,None,1.642,OHV,2,55.616,30.87,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10519,502,13.8,2-stroke,61.246,49.036,12V DC,0.991,DOHC,2,60.833,28.764,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10520,342,18.3,OHV,84.433,68.338,None,0.964,DOHC,1,38.11,25.968,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10521,572,2.3,4-stroke,76.433,49.445,12V DC,0.505,OHV,1,40.719,19.061,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10522,467,12.3,2-stroke,66.728,63.54,None,0.595,OHV,2,58.516,22.356,Diesel,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10523,90,14.4,OHV,65.038,46.659,None,0.643,DOHC,2,11.816,20.86,Petrol,Forced Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10524,165,16.6,4-stroke,67.253,73.945,None,2.03,Flathead,2,51.319,21.652,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10525,558,15.2,2-stroke,75.549,53.944,None,2.364,Flathead,2,67.128,34.165,Diesel,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10526,56,3.8,4-stroke,79.04,73.146,None,0.757,DOHC,1,19.218,25.15,Diesel,Fan Cooled,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10527,209,13.6,4-stroke,59.934,73.244,12V DC,2.245,DOHC,1,13.418,18.451,Diesel,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10528,149,23.2,V-twin,83.236,56.829,12V DC,2.305,Flathead,2,33.71,25.576,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10529,178,15.9,4-stroke,81.341,57.558,None,1.393,DOHC,2,16.415,19.062,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10530,661,2.4,4-stroke,70.044,70.642,Alternator,1.921,OHV,1,66.622,31.988,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10531,456,3.5,4-stroke,73.734,71.745,None,1.769,OHV,1,12.916,19.26,Diesel,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10532,480,20.3,2-stroke,68.955,62.639,None,0.566,Flathead,1,29.315,23.861,Diesel,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10533,622,2.6,V-twin,77.23,69.127,Alternator,0.37,Flathead,1,37.914,30.067,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10534,575,14.3,OHV,74.828,57.932,None,2.047,OHV,1,52.214,20.071,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10535,282,22.4,V-twin,80.124,47.051,Alternator,0.566,DOHC,1,42.723,21.372,Diesel,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10536,457,24.9,V-twin,61.544,61.633,Alternator,1.513,OHV,1,9.514,20.944,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10537,232,21.3,2-stroke,75.64,71.249,None,1.022,OHV,2,15.008,25.577,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10538,227,5.4,OHV,82.727,72.727,Alternator,2.031,DOHC,2,15.924,27.082,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10539,458,15.8,V-twin,78.141,54.342,Alternator,1.573,OHV,1,10.022,21.153,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10540,144,2.7,V-twin,78.739,52.339,12V DC,2.45,OHV,2,53.424,29.361,Diesel,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10541,173,11.7,2-stroke,78.83,54.742,None,1.989,OHV,2,40.425,32.763,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10542,97,14.3,4-stroke,66.14,59.532,Alternator,0.433,OHV,1,41.425,24.549,Petrol,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10543,149,16.8,V-twin,82.85,52.34,None,2.239,OHV,1,9.612,24.259,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10544,436,16.7,2-stroke,77.442,68.139,None,1.57,OHV,1,57.816,21.768,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10545,126,13.1,OHV,74.829,61.634,None,1.162,DOHC,1,54.118,34.769,Diesel,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10546,114,8.1,OHV,74.539,57.933,None,1.195,OHV,2,42.13,26.358,Diesel,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10547,657,17.6,OHV,82.661,53.429,Alternator,0.657,OHV,2,48.519,26.069,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10548,616,19.5,2-stroke,74.234,46.045,None,1.018,Flathead,1,67.614,23.146,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10549,250,10.2,4-stroke,57.938,74.138,12V DC,0.63,OHV,2,19.52,18.173,Diesel,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10550,274,7.1,2-stroke,59.935,49.548,12V DC,1.163,Flathead,1,19.121,26.579,Petrol,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10551,552,16.6,V-twin,67.254,49.335,Alternator,1.93,Flathead,1,56.024,33.554,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10552,672,6.4,OHV,77.626,60.534,Alternator,0.422,DOHC,1,27.114,29.27,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10553,454,7.4,V-twin,80.643,57.748,Alternator,2.42,Flathead,2,22.322,27.97,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10554,568,24,2-stroke,76.654,50.044,12V DC,0.434,Flathead,2,49.22,19.063,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10555,139,3,OHV,83.333,63.038,None,2.451,Flathead,2,42.422,25.86,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10556,335,4.1,V-twin,56.832,74.523,None,1.99,OHV,1,45.715,30.185,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10557,680,8.1,4-stroke,84.945,74.631,12V DC,1.019,Flathead,2,24.112,26.761,Diesel,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10558,609,18.8,V-twin,74.957,54.049,12V DC,1.574,DOHC,2,60.834,34.357,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10559,54,3.3,4-stroke,61.443,49.446,None,1.899,OHV,2,50.22,22.865,Petrol,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10560,171,18.1,OHV,65.236,71.538,None,1.981,OHV,2,59.716,27.971,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10561,435,15.5,V-twin,66.863,73.534,12V DC,2.463,DOHC,2,59.717,29.579,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10562,406,4.4,4-stroke,79.14,59.323,Alternator,0.505,DOHC,2,61.619,30.452,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10563,50,13.3,4-stroke,81.136,49.23,Alternator,1.729,DOHC,2,47.625,21.653,Petrol,Forced Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10564,422,20,V-twin,85.027,50.815,12V DC,1.054,Flathead,1,44.32,22.357,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10565,479,5.7,4-stroke,58.944,52.736,12V DC,1.024,Flathead,2,39.716,29.271,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10566,339,14.6,2-stroke,74.343,69.437,Alternator,2.196,DOHC,2,64.626,28.842,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10567,434,11.4,V-twin,58.23,67.421,12V DC,2.112,DOHC,2,69.521,18.247,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10568,464,11.3,V-twin,80.932,68.541,12V DC,1.068,Flathead,2,26.42,32.367,Diesel,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10569,113,11.9,V-twin,76.719,72.643,Alternator,0.831,OHV,1,41.12,19.851,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10570,197,16.7,V-twin,69.241,59.044,12V DC,1.653,OHV,1,32.312,23.147,Diesel,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10571,239,8.7,OHV,80.738,74.841,12V DC,2.284,OHV,2,66.808,22.967,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10572,688,20.4,4-stroke,78.543,51.931,None,1.694,DOHC,1,56.928,21.562,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10573,339,9.8,4-stroke,62.136,47.636,12V DC,1.216,DOHC,2,49.421,30.768,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10574,158,19.7,4-stroke,83.425,56.948,None,1.069,DOHC,1,26.421,20.945,Diesel,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10575,364,4.3,4-stroke,72.231,72.842,Alternator,1.123,OHV,1,28.435,29.362,Petrol,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10576,357,21.1,4-stroke,63.445,56.732,12V DC,0.435,OHV,1,10.922,32.857,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10577,686,15,2-stroke,81.039,51.042,Alternator,0.436,Flathead,1,53.122,31.989,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10578,93,15.6,2-stroke,63.446,64.443,12V DC,2.24,OHV,2,44.922,18.036,Petrol,Fan Cooled,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10579,212,17,OHV,84.434,65.529,12V DC,1.329,DOHC,1,21.822,27.756,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10580,397,14,V-twin,70.239,74.139,None,1.75,OHV,2,57.915,24.26,Diesel,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10581,125,8,2-stroke,76.54,47.93,None,0.986,DOHC,1,30.312,28.459,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10582,546,12.1,OHV,61.932,55.646,Alternator,1.164,Flathead,2,36.82,21.563,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10583,93,20.6,4-stroke,64.027,58.83,Alternator,0.437,DOHC,2,57.218,27.083,Petrol,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10584,492,21.8,2-stroke,81.535,47.052,Alternator,2.514,DOHC,1,45.608,20.474,Diesel,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10585,592,16.6,4-stroke,67.255,74.14,None,2.358,DOHC,1,62.82,32.368,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10586,279,5.4,OHV,58.629,68.027,12V DC,0.832,Flathead,1,30.22,25.861,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10587,231,11.5,OHV,77.932,74.046,12V DC,0.766,OHV,2,33.216,18.248,Diesel,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10588,405,9.8,4-stroke,82.662,73.848,None,0.929,DOHC,1,58.517,26.762,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10589,291,3.1,4-stroke,58.844,53.732,Alternator,0.965,OHV,2,9.33,19.794,Diesel,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10590,129,16.8,4-stroke,60.831,54.343,Alternator,0.603,Flathead,2,56.411,26.449,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10591,247,16.6,V-twin,77.332,68.631,12V DC,0.494,OHV,1,12.128,23.958,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10592,183,5,2-stroke,65.336,47.429,12V DC,2.449,DOHC,1,8.715,19.376,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10593,566,24.6,V-twin,73.227,67.735,12V DC,2.364,DOHC,1,64.028,33.256,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10594,232,13.3,4-stroke,69.242,54.155,Alternator,1.875,Flathead,1,15.716,22.968,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10595,287,23.3,OHV,70.24,49.231,Alternator,1.025,DOHC,2,39.219,28.46,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10596,579,24,2-stroke,72.633,61.32,None,2.314,DOHC,2,11.718,29.58,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10597,99,21,4-stroke,71.726,53.945,12V DC,0.699,Flathead,2,30.62,33.982,Diesel,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10598,83,14.4,4-stroke,75.943,53.546,Alternator,0.606,DOHC,2,38.015,26.07,Petrol,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10599,666,4.7,V-twin,82.128,67.844,Alternator,1.268,Flathead,1,39.515,31.563,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10600,390,2.2,2-stroke,66.435,68.14,Alternator,1.314,OHV,1,59.118,33.257,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10601,227,17.9,2-stroke,61.64,46.443,12V DC,1.812,Flathead,2,8.118,29.861,Diesel,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10602,179,17.5,4-stroke,55.428,72.239,Alternator,0.992,DOHC,1,28.511,21.986,Diesel,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10603,93,18.9,OHV,78.243,58.529,Alternator,2.241,DOHC,1,53.123,33.555,Petrol,Forced Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10604,576,10.8,OHV,66.24,55.136,Alternator,1.876,Flathead,2,38.423,21.564,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10605,61,23.1,V-twin,77.627,60.535,12V DC,2.452,Flathead,1,50.714,19.965,Petrol,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10606,239,10.7,V-twin,60.832,60.838,Alternator,1.037,OHV,1,38.424,18.037,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10607,575,23.8,2-stroke,71.939,61.717,12V DC,0.506,Flathead,1,20.512,18.858,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10608,298,12,2-stroke,83.037,56.429,None,1.749,Flathead,1,29.033,32.178,Diesel,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10609,505,23.3,V-twin,81.234,65.653,Alternator,0.93,OHV,1,13.729,31.242,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10610,372,3,2-stroke,82.129,74.328,12V DC,1.134,Flathead,2,16.72,27.26,Diesel,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10611,578,3.4,2-stroke,76.541,66.934,None,0.358,OHV,1,20.921,24.161,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10612,573,19.5,OHV,80.247,65.039,Alternator,0.966,Flathead,1,37.426,30.068,Diesel,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10613,142,2.1,4-stroke,61.745,49.833,12V DC,1.943,DOHC,2,18.421,33.556,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10614,157,9.8,2-stroke,65.829,45.73,None,2.2,OHV,1,67.326,20.274,Diesel,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10615,508,18.2,OHV,57.939,46.329,Alternator,1.921,Flathead,2,32.716,21.769,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
